Gamma_e,delta_a,delta_f,OmegaA,OmegaB,MuB,peak_index,peak_position
0.1778,22.5,22.4970671908476,0.254705956041534,1.49346921541978,0.0,1,11.2485335954241
0.1778,23.0,22.9971312012392,0.254707138956728,1.4934518090345,0.0,0,-11.498565600621252
0.1778,23.0,22.9971312012392,0.254707138956728,1.4934518090345,0.0,1,11.498565600618917
0.1778,23.5,23.4971905519366,0.254704495880737,1.49345317282641,0.0,0,-11.74859527597005
0.1778,23.5,23.4971905519366,0.254704495880737,1.49345317282641,0.0,1,11.748595275968379
0.1778,24.0,23.997252701804,0.25470309230687,1.49346566714635,0.0,0,-11.99862635090386
0.1778,24.0,23.997252701804,0.25470309230687,1.49346566714635,0.0,1,11.998626350902052
0.1778,24.5,24.4973085012885,0.254702550445552,1.4934675780172,0.0,0,-12.248654250646283
0.1778,24.5,24.4973085012885,0.254702550445552,1.4934675780172,0.0,1,12.248654250644272
0.3162,0.0,3.95758648073662e-07,0.378126329979184,1.38922553367713,0.0,0,-1.7598567542537223e-07
0.3162,0.5,0.457753912886828,0.384617093440531,1.36247611695102,0.0,0,-0.21431609662092438
0.3162,1.0,0.915011232734783,0.404152724621958,1.37528788991808,0.0,0,-0.43771256714973095
0.3162,1.5,1.38762048285905,0.42839083194395,1.50915802413918,0.0,0,-0.6803113014507066
0.3162,1.5,1.38762048285905,0.42839083194395,1.50915802413918,0.0,1,0.6935128857564196
0.3162,2.0,1.88441835882155,0.443938052245777,1.63963234935196,0.0,0,-0.9356914122181901
0.3162,2.0,1.88441835882155,0.443938052245777,1.63963234935196,0.0,1,0.9422097280290422
0.3162,2.5,2.39847981178869,0.449506218267799,1.67539320789997,0.0,0,-1.1972727614919598
0.3162,2.5,2.39847981178869,0.449506218267799,1.67539320789997,0.0,1,1.1992399058930703
0.3162,3.0,2.92068596071564,0.447119407797294,1.60885430149283,0.0,0,-1.4601098850229663
0.3162,3.0,2.92068596071564,0.447119407797294,1.60885430149283,0.0,1,1.4603429803561914
0.3162,3.5,3.4368538879306,0.443387217106486,1.56528659898164,0.0,0,-1.7184119949304726
0.3162,3.5,3.4368538879306,0.443387217106486,1.56528659898164,0.0,1,1.7184269439677733
0.3162,4.0,3.94664362945619,0.441265949758412,1.55638755124141,0.0,0,-1.9733210676853283
0.3162,4.0,3.94664362945619,0.441265949758412,1.55638755124141,0.0,1,1.9733218147337481
0.3162,4.5,4.45338954477687,0.440024987296036,1.55557757955531,0.0,0,-2.226694745577373
0.3162,4.5,4.45338954477687,0.440024987296036,1.55557757955531,0.0,1,2.226694772389012
0.3162,5.0,4.9585026368734,0.43921356443045,1.55536226841205,0.0,0,-2.479251317791865
0.3162,5.0,4.9585026368734,0.43921356443045,1.55536226841205,0.0,1,2.479251318433639
0.3162,5.5,5.46256457327906,0.438638179411285,1.55494229069555,0.0,0,-2.731282286629208
0.3162,5.5,5.46256457327906,0.438638179411285,1.55494229069555,0.0,1,2.7312822866347823
0.3162,6.0,5.96587586663573,0.438202772907373,1.55449822610272,0.0,0,-2.9829379333177943
0.3162,6.0,5.96587586663573,0.438202772907373,1.55449822610272,0.0,1,2.9829379333161263
0.3162,6.5,6.46864577304036,0.437871107311573,1.55413158605484,0.0,0,-3.234322886520038
0.3162,6.5,6.46864577304036,0.437871107311573,1.55413158605484,0.0,1,3.2343228865199665
0.3162,7.0,6.97097722028604,0.437613396995101,1.55381100658641,0.0,0,-3.485488610143205
0.3162,7.0,6.97097722028604,0.437613396995101,1.55381100658641,0.0,1,3.4854886101434572
0.3162,7.5,7.47298172911897,0.437410561785259,1.55354670146145,0.0,0,-3.736490864559533
0.3162,7.5,7.47298172911897,0.437410561785259,1.55354670146145,0.0,1,3.736490864557813
0.3162,8.0,7.97472088566273,0.437235846557512,1.55333948041223,0.0,0,-3.9873604428314877
0.3162,8.0,7.97472088566273,0.437235846557512,1.55333948041223,0.0,1,3.9873604428329332
0.3162,8.5,8.47625898112307,0.437102073436487,1.55317100782898,0.0,0,-4.238129490561555
0.3162,8.5,8.47625898112307,0.437102073436487,1.55317100782898,0.0,1,4.238129490562384
0.3162,9.0,8.97760917828397,0.436988321305864,1.55303326209478,0.0,0,-4.488804589142109
0.3162,9.0,8.97760917828397,0.436988321305864,1.55303326209478,0.0,1,4.488804589142381
0.3162,9.5,9.47881323646414,0.436893478376789,1.55289280750932,0.0,0,-4.739406618232153
0.3162,9.5,9.47881323646414,0.436893478376789,1.55289280750932,0.0,1,4.739406618232383
0.3162,10.0,9.97990108978528,0.436813411027919,1.55279917273555,0.0,0,-4.9899505448927055
0.3162,10.0,9.97990108978528,0.436813411027919,1.55279917273555,0.0,1,4.9899505448918875
0.3162,10.5,10.4808712615745,0.436743472907888,1.55271521011719,0.0,0,-5.240435630787242
0.3162,10.5,10.4808712615745,0.436743472907888,1.55271521011719,0.0,1,5.240435630788648
0.3162,11.0,10.9817535830881,0.436681099353263,1.55261520241404,0.0,0,-5.490876791544187
0.3162,11.0,10.9817535830881,0.436681099353263,1.55261520241404,0.0,1,5.490876791542395
0.3162,11.5,11.482562341065,0.436627008207067,1.55255741001984,0.0,0,-5.74128117053246
0.3162,11.5,11.482562341065,0.436627008207067,1.55255741001984,0.0,1,5.74128117053257
0.3162,12.0,11.9832927101288,0.436574408173463,1.55251820052464,0.0,0,-5.991646355064506
0.3162,12.0,11.9832927101288,0.436574408173463,1.55251820052464,0.0,1,5.991646355063816
0.3162,12.5,12.4839725245599,0.436537303424734,1.5524321889933,0.0,0,-6.241986262279966
0.3162,12.5,12.4839725245599,0.436537303424734,1.5524321889933,0.0,1,6.241986262279618
0.3162,13.0,12.9845959687675,0.436504435119289,1.5524125756622,0.0,0,-6.492297984383778
0.3162,13.0,12.9845959687675,0.436504435119289,1.5524125756622,0.0,1,6.492297984383746
0.3162,13.5,13.4851705502314,0.436475058863413,1.5523651258155,0.0,0,-6.742585275115736
0.3162,13.5,13.4851705502314,0.436475058863413,1.5523651258155,0.0,1,6.742585275115074
0.3162,14.0,13.9857052892542,0.436449253908405,1.55230853309796,0.0,0,-6.992852644627263
0.3162,14.0,13.9857052892542,0.436449253908405,1.55230853309796,0.0,1,6.992852644628146
0.3162,14.5,14.4862088970689,0.436416450580132,1.55226942925851,0.0,0,-7.243104448534646
0.3162,14.5,14.4862088970689,0.436416450580132,1.55226942925851,0.0,1,7.2431044485341705
0.3162,15.0,14.9866772624566,0.436384171288059,1.55223243279273,0.0,0,-7.49333863122846
0.3162,15.0,14.9866772624566,0.436384171288059,1.55223243279273,0.0,1,7.493338631228234
0.3162,15.5,15.4871019042208,0.436369275420258,1.55220378207658,0.0,0,-7.74355095211061
0.3162,15.5,15.4871019042208,0.436369275420258,1.55220378207658,0.0,1,7.743550952109988
0.3162,16.0,15.9875100710984,0.436351546545693,1.55217344605301,0.0,0,-7.993755035549421
0.3162,16.0,15.9875100710984,0.436351546545693,1.55217344605301,0.0,1,7.993755035548814
0.3162,16.5,16.4878885654818,0.436328400430748,1.55216889290507,0.0,0,-8.243944282741106
0.3162,16.5,16.4878885654818,0.436328400430748,1.55216889290507,0.0,1,8.243944282740559
0.3162,17.0,16.9882566777542,0.436319314954943,1.55215334623302,0.0,0,-8.494128338877399
0.3162,17.0,16.9882566777542,0.436319314954943,1.55215334623302,0.0,1,8.494128338875619
0.3162,17.5,17.4885826458527,0.436307568741658,1.55211467478296,0.0,0,-8.744291322926545
0.3162,17.5,17.4885826458527,0.436307568741658,1.55211467478296,0.0,1,8.744291322927753
0.3162,18.0,17.9889060516717,0.436297281013423,1.5521061718297,0.0,0,-8.994453025836075
0.3162,18.0,17.9889060516717,0.436297281013423,1.5521061718297,0.0,1,8.99445302583466
0.3162,18.5,18.4892043727611,0.436285716748807,1.55210027038383,0.0,0,-9.244602186380794
0.3162,18.5,18.4892043727611,0.436285716748807,1.55210027038383,0.0,1,9.244602186380506
0.3162,19.0,18.9894974575729,0.436269123666635,1.55207462449123,0.0,0,-9.49474872878673
0.3162,19.0,18.9894974575729,0.436269123666635,1.55207462449123,0.0,1,9.49474872878675
0.3162,19.5,19.4897673903505,0.436256907509512,1.55208359440848,0.0,0,-9.744883695175561
0.3162,19.5,19.4897673903505,0.436256907509512,1.55208359440848,0.0,1,9.744883695175176
0.3162,20.0,19.9900162664722,0.436243580060791,1.55205959211829,0.0,0,-9.995008133236492
0.3162,20.0,19.9900162664722,0.436243580060791,1.55205959211829,0.0,1,9.99500813323603
0.3162,20.5,20.490265589222,0.436231851063214,1.55203056460038,0.0,0,-10.245132794611385
0.3162,20.5,20.490265589222,0.436231851063214,1.55203056460038,0.0,1,10.245132794610333
0.3162,21.0,20.9904977622147,0.436226869061225,1.55204985832727,0.0,0,-10.495248881107745
0.3162,21.0,20.9904977622147,0.436226869061225,1.55204985832727,0.0,1,10.495248881108509
0.3162,21.5,21.4907257608748,0.436225831483897,1.55202261446569,0.0,0,-10.745362880437822
0.3162,21.5,21.4907257608748,0.436225831483897,1.55202261446569,0.0,1,10.745362880437522
0.3162,22.0,21.9909333178326,0.436213604922392,1.55202577411023,0.0,0,-10.995466658916813
0.3162,22.0,21.9909333178326,0.436213604922392,1.55202577411023,0.0,1,10.995466658916222
0.3162,22.5,22.4911265514224,0.436213629158866,1.55202349958525,0.0,0,-11.24556327571175
0.3162,22.5,22.4911265514224,0.436213629158866,1.55202349958525,0.0,1,11.24556327571212
0.3162,23.0,22.9913284448288,0.43620508733891,1.55201519768616,0.0,0,-11.495664222414941
0.3162,23.0,22.9913284448288,0.43620508733891,1.55201519768616,0.0,1,11.495664222414245
0.3162,23.5,23.4915163723723,0.436192385773627,1.55200903214702,0.0,0,-11.745758186186697
0.3162,23.5,23.4915163723723,0.436192385773627,1.55200903214702,0.0,1,11.74575818618672
0.3162,24.0,23.9916931492836,0.436188660897442,1.55196508838824,0.0,0,-11.995846574642433
0.3162,24.0,23.9916931492836,0.436188660897442,1.55196508838824,0.0,1,11.995846574642187
0.3162,24.5,24.4918628533175,0.436191332973175,1.55197930627623,0.0,0,-12.245931426659379
0.3162,24.5,24.4918628533175,0.436191332973175,1.55197930627623,0.0,1,12.245931426659448
0.5623,0.5,0.461078539744524,0.565171090809813,1.4339734054025,0.0,0,-0.19512903716145943
0.5623,1.0,0.897344098033563,0.589764901069412,1.36987514816227,0.0,0,-0.3902016588431013
0.5623,1.5,1.31489086629926,0.638853499580617,1.47603284426155,0.0,0,-0.6075512936686183
0.5623,2.0,1.76112409871565,0.691658145638436,1.63233276847353,0.0,0,-0.8478867275373183
0.5623,2.0,1.76112409871565,0.691658145638436,1.63233276847353,0.0,1,0.8728362350975323
0.5623,2.5,2.24280106605244,0.732302703621352,1.76278078759276,0.0,0,-1.1046411058379064
0.5623,2.5,2.24280106605244,0.732302703621352,1.76278078759276,0.0,1,1.1210405988097045
0.5623,3.0,2.75842308535512,0.752807855388912,1.81543865048993,0.0,0,-1.373689993949724
0.5623,3.0,2.75842308535512,0.752807855388912,1.81543865048993,0.0,1,1.3792072286217576
0.5623,3.5,3.29831041852292,0.750731224064971,1.77598178615697,0.0,0,-1.6483501757383487
0.5623,3.5,3.29831041852292,0.750731224064971,1.77598178615697,0.0,1,1.6491552039286534
0.5623,4.0,3.83470419089461,0.740601927408679,1.73099108117079,0.0,0,-1.9172901185296056
0.5623,4.0,3.83470419089461,0.740601927408679,1.73099108117079,0.0,1,1.9173520954475878
0.5623,4.5,4.35894946770579,0.733680598499229,1.71364249277912,0.0,0,-2.1794710066030687
0.5623,4.5,4.35894946770579,0.733680598499229,1.71364249277912,0.0,1,2.179474733852965
0.5623,5.0,4.87602224627778,0.729428377317897,1.70739192650274,0.0,0,-2.438010948320916
0.5623,5.0,4.87602224627778,0.729428377317897,1.70739192650274,0.0,1,2.4380111231371737
0.5623,5.5,5.38902339049102,0.726577243658108,1.70399415421751,0.0,0,-2.6945116891896537
0.5623,5.5,5.38902339049102,0.726577243658108,1.70399415421751,0.0,1,2.6945116952434165
0.5623,6.0,5.89936550315731,0.724531814804249,1.70151868961544,0.0,0,-2.9496827514266735
0.5623,6.0,5.89936550315731,0.724531814804249,1.70151868961544,0.0,1,2.949682751577788
0.5623,6.5,6.40790937659765,0.722985945088849,1.69962953778021,0.0,0,-3.203954688295644
0.5623,6.5,6.40790937659765,0.722985945088849,1.69962953778021,0.0,1,3.203954688302442
0.5623,7.0,6.91500877738319,0.721784015393245,1.69812426255648,0.0,0,-3.457504388691477
0.5623,7.0,6.91500877738319,0.721784015393245,1.69812426255648,0.0,1,3.4575043886898276
0.5623,7.5,7.4210963271466,0.720852423280588,1.69697115415996,0.0,0,-3.7105481635737365
0.5623,7.5,7.4210963271466,0.720852423280588,1.69697115415996,0.0,1,3.71054816357505
0.5623,8.0,7.92632580700304,0.720067782042032,1.69601064175611,0.0,0,-3.9631629035013853
0.5623,8.0,7.92632580700304,0.720067782042032,1.69601064175611,0.0,1,3.9631629035002014
0.5623,8.5,8.43089738915634,0.719434529232687,1.69525387994131,0.0,0,-4.215448694578196
0.5623,8.5,8.43089738915634,0.719434529232687,1.69525387994131,0.0,1,4.215448694579864
0.5623,9.0,8.9348970345494,0.718948954279386,1.69465153963628,0.0,0,-4.467448517275038
0.5623,9.0,8.9348970345494,0.718948954279386,1.69465153963628,0.0,1,4.467448517273964
0.5623,9.5,9.4384754223654,0.71852003339277,1.69410205678647,0.0,0,-4.7192377111825
0.5623,9.5,9.4384754223654,0.71852003339277,1.69410205678647,0.0,1,4.719237711181328
0.5623,10.0,9.94166161951562,0.718136401084198,1.69364937831247,0.0,0,-4.97083080975799
0.5623,10.0,9.94166161951562,0.718136401084198,1.69364937831247,0.0,1,4.970830809756975
0.5623,10.5,10.4445381876003,0.717834573894167,1.69331227188936,0.0,0,-5.222269093800242
0.5623,10.5,10.4445381876003,0.717834573894167,1.69331227188936,0.0,1,5.222269093800296
0.5623,11.0,10.9471425773242,0.717552780812581,1.69299895720475,0.0,0,-5.473571288662389
0.5623,11.0,10.9471425773242,0.717552780812581,1.69299895720475,0.0,1,5.473571288661899
0.5623,11.5,11.4495005832242,0.717307393665108,1.69266732686719,0.0,0,-5.724750291612207
0.5623,11.5,11.4495005832242,0.717307393665108,1.69266732686719,0.0,1,5.724750291612348
0.5623,12.0,11.9516600116185,0.717114534181569,1.69239653710069,0.0,0,-5.975830005809116
0.5623,12.0,11.9516600116185,0.717114534181569,1.69239653710069,0.0,1,5.975830005808836
0.5623,12.5,12.4536469035534,0.716923752282109,1.69219276237882,0.0,0,-6.2268234517766725
0.5623,12.5,12.4536469035534,0.716923752282109,1.69219276237882,0.0,1,6.22682345177751
0.5623,13.0,12.9554549172175,0.716776593457294,1.69205291522814,0.0,0,-6.477727458608932
0.5623,13.0,12.9554549172175,0.716776593457294,1.69205291522814,0.0,1,6.477727458607868
0.5623,13.5,13.4571364637005,0.716628288528828,1.6918829628182,0.0,0,-6.728568231850383
0.5623,13.5,13.4571364637005,0.716628288528828,1.6918829628182,0.0,1,6.728568231849195
0.5623,14.0,13.9586944037637,0.716505362157949,1.69171829874747,0.0,0,-6.979347201881951
0.5623,14.0,13.9586944037637,0.716505362157949,1.69171829874747,0.0,1,6.979347201882595
0.5623,14.5,14.4601480528873,0.716378955980657,1.69155761282549,0.0,0,-7.2300740264437255
0.5623,14.5,14.4601480528873,0.716378955980657,1.69155761282549,0.0,1,7.2300740264437735
0.5623,15.0,14.9615042831203,0.716287340576614,1.69140771789044,0.0,0,-7.48075214156028
0.5623,15.0,14.9615042831203,0.716287340576614,1.69140771789044,0.0,1,7.480752141559654
0.5623,15.5,15.4627815616562,0.716195307547589,1.69132544563026,0.0,0,-7.731390780828084
0.5623,15.5,15.4627815616562,0.716195307547589,1.69132544563026,0.0,1,7.731390780827006
0.5623,16.0,15.9639421688673,0.716099381571711,1.69120274133626,0.0,0,-7.981971084433822
0.5623,16.0,15.9639421688673,0.716099381571711,1.69120274133626,0.0,1,7.981971084432825
0.5623,16.5,16.4650475995851,0.716046027908989,1.691148917936,0.0,0,-8.23252379979255
0.5623,16.5,16.4650475995851,0.716046027908989,1.691148917936,0.0,1,8.232523799793434
0.5623,17.0,16.9660821496015,0.715971841099203,1.69104671141146,0.0,0,-8.48304107480072
0.5623,17.0,16.9660821496015,0.715971841099203,1.69104671141146,0.0,1,8.483041074800335
0.5623,17.5,17.4670603873477,0.715897660280795,1.69101589178006,0.0,0,-8.73353019367379
0.5623,17.5,17.4670603873477,0.715897660280795,1.69101589178006,0.0,1,8.733530193675067
0.5623,18.0,17.9680048412076,0.715862368849857,1.69095310562505,0.0,0,-8.984002420603726
0.5623,18.0,17.9680048412076,0.715862368849857,1.69095310562505,0.0,1,8.984002420604293
0.5623,18.5,18.4688807853185,0.715781315611118,1.6908566373949,0.0,0,-9.234440392659272
0.5623,18.5,18.4688807853185,0.715781315611118,1.6908566373949,0.0,1,9.234440392659922
0.5623,19.0,18.9696925652952,0.715740444019637,1.69077353760964,0.0,0,-9.484846282647704
0.5623,19.0,18.9696925652952,0.715740444019637,1.69077353760964,0.0,1,9.484846282647238
0.5623,19.5,19.4704800848957,0.715688290701613,1.69075332655698,0.0,0,-9.735240042447932
0.5623,19.5,19.4704800848957,0.715688290701613,1.69075332655698,0.0,1,9.735240042447591
0.5623,20.0,19.9712296171576,0.715653289390529,1.69066731304557,0.0,0,-9.985614808579005
0.5623,20.0,19.9712296171576,0.715653289390529,1.69066731304557,0.0,1,9.985614808578312
0.5623,20.5,20.4719448763567,0.715632172889163,1.69067372669621,0.0,0,-10.23597243817852
0.5623,20.5,20.4719448763567,0.715632172889163,1.69067372669621,0.0,1,10.235972438178216
0.5623,21.0,20.9726193721199,0.715585105192015,1.69063973802429,0.0,0,-10.486309686060237
0.5623,21.0,20.9726193721199,0.715585105192015,1.69063973802429,0.0,1,10.486309686060086
0.5623,21.5,21.4732440468163,0.7155705634572,1.69058196347398,0.0,0,-10.736622023408364
0.5623,21.5,21.4732440468163,0.7155705634572,1.69058196347398,0.0,1,10.73662202340847
0.5623,22.0,21.9738612304221,0.715528353647101,1.69056421091456,0.0,0,-10.986930615211257
0.5623,22.0,21.9738612304221,0.715528353647101,1.69056421091456,0.0,1,10.98693061521088
0.5623,22.5,22.4744430107416,0.715484322707521,1.69050333092157,0.0,0,-11.237221505371012
0.5623,22.5,22.4744430107416,0.715484322707521,1.69050333092157,0.0,1,11.237221505370458
0.5623,23.0,22.9750243878487,0.715463051474945,1.69047556189783,0.0,0,-11.487512193924358
0.5623,23.0,22.9750243878487,0.715463051474945,1.69047556189783,0.0,1,11.487512193924347
0.5623,23.5,23.4755518185255,0.715457788179406,1.69045246729964,0.0,0,-11.737775909262943
0.5623,23.5,23.4755518185255,0.715457788179406,1.69045246729964,0.0,1,11.737775909262437
0.5623,24.0,23.9760603450731,0.715406807619242,1.69042442868409,0.0,0,-11.98803017253679
0.5623,24.0,23.9760603450731,0.715406807619242,1.69042442868409,0.0,1,11.988030172536906
0.5623,24.5,24.4765272033374,0.715380196738264,1.69037503306411,0.0,0,-12.238263601668963
0.5623,24.5,24.4765272033374,0.715380196738264,1.69037503306411,0.0,1,12.238263601668763
1.0,0.5,0.624081965170093,0.801201178934876,1.39473224133458,0.0,0,-0.2024698504596638
1.0,1.0,0.994727702096995,0.807951213791112,1.34989172336083,0.0,0,-0.3548446033974886
1.0,1.5,1.32360405474401,0.859895531658144,1.46819406440914,0.0,0,-0.5369843120158623
1.0,2.0,1.68693821018931,0.935019459216461,1.61963273548394,0.0,0,-0.745653411472594
1.0,2.5,2.08659627284424,1.0165924629154,1.77496847459455,0.0,0,-0.9737949149761425
1.0,2.5,2.08659627284424,1.0165924629154,1.77496847459455,0.0,1,0.9910477004776265
1.0,3.0,2.52234322873508,1.0932314726633,1.91494235759886,0.0,0,-1.2178115160842553
1.0,3.0,2.52234322873508,1.0932314726633,1.91494235759886,0.0,1,1.2476482964416844
1.0,3.5,2.99629788763215,1.15513768997715,2.02215130839242,0.0,0,-1.476207830726406
1.0,3.5,2.99629788763215,1.15513768997715,2.02215130839242,0.0,1,1.4955204861419065
1.0,4.0,3.51158466357495,1.19155224684766,2.07766388733323,0.0,0,-1.7480946244698818
1.0,4.0,3.51158466357495,1.19155224684766,2.07766388733323,0.0,1,1.7555334497501602
1.0,4.5,4.06252868833658,1.19606589123143,2.07482623772784,0.0,0,-2.029737994805831
1.0,4.5,4.06252868833658,1.19606589123143,2.07482623772784,0.0,1,2.03125611142694
1.0,5.0,4.62207839235116,1.18178250267487,2.04507628760551,0.0,0,-2.3108630276149342
1.0,5.0,4.62207839235116,1.18178250267487,2.04507628760551,0.0,1,2.311039112462661
1.0,5.5,5.16997054153857,1.16719322057095,2.02131601747009,0.0,0,-2.5849688376825477
1.0,5.5,5.16997054153857,1.16719322057095,2.02131601747009,0.0,1,2.584985270344522
1.0,6.0,5.70607808183188,1.15661306232571,2.00669003424761,0.0,0,-2.8530379839541213
1.0,6.0,5.70607808183188,1.15661306232571,2.00669003424761,0.0,1,2.853039040915263
1.0,6.5,6.23418140553051,1.14914725140922,1.99710127549292,0.0,0,-3.1170906422141926
1.0,6.5,6.23418140553051,1.14914725140922,1.99710127549292,0.0,1,3.1170907027639685
1.0,7.0,6.75688027642163,1.14359570702138,1.99017258659853,0.0,0,-3.3784401354126534
1.0,7.0,6.75688027642163,1.14359570702138,1.99017258659853,0.0,1,3.3784401382080245
1.0,7.5,7.27572040660501,1.13935560273684,1.98490342557587,0.0,0,-3.6378602031995837
1.0,7.5,7.27572040660501,1.13935560273684,1.98490342557587,0.0,1,3.637860203306031
1.0,8.0,7.79168036886512,1.1359950478048,1.98080857052788,0.0,0,-3.8958401844300683
1.0,8.0,7.79168036886512,1.1359950478048,1.98080857052788,0.0,1,3.8958401844315182
1.0,8.5,8.30538477452122,1.13332007943604,1.97754372839692,0.0,0,-4.152692387260892
1.0,8.5,8.30538477452122,1.13332007943604,1.97754372839692,0.0,1,4.152692387260118
1.0,9.0,8.81736279384952,1.13113708010107,1.97494148316283,0.0,0,-4.408681396923752
1.0,9.0,8.81736279384952,1.13113708010107,1.97494148316283,0.0,1,4.408681396921808
1.0,9.5,9.32780362725343,1.12928677362351,1.97273020454202,0.0,0,-4.663901813627671
1.0,9.5,9.32780362725343,1.12928677362351,1.97273020454202,0.0,1,4.663901813627528
1.0,10.0,9.83710406260246,1.127766372615,1.97093792790818,0.0,0,-4.918552031301307
1.0,10.0,9.83710406260246,1.127766372615,1.97093792790818,0.0,1,4.9185520313004405
1.0,10.5,10.3454525270987,1.12647099445885,1.96938282629181,0.0,0,-5.1727262635498406
1.0,10.5,10.3454525270987,1.12647099445885,1.96938282629181,0.0,1,5.172726263548497
1.0,11.0,10.8529269672196,1.12538938819978,1.96812890886766,0.0,0,-5.4264634836096635
1.0,11.0,10.8529269672196,1.12538938819978,1.96812890886766,0.0,1,5.426463483609066
1.0,11.5,11.3597079261402,1.12441611106522,1.96699728105116,0.0,0,-5.679853963069564
1.0,11.5,11.3597079261402,1.12441611106522,1.96699728105116,0.0,1,5.679853963070016
1.0,12.0,11.8658683759288,1.12360956502799,1.96598379056399,0.0,0,-5.932934187964796
1.0,12.0,11.8658683759288,1.12360956502799,1.96598379056399,0.0,1,5.9329341879656825
1.0,12.5,12.3715052874251,1.12286062196968,1.96512389364357,0.0,0,-6.185752643712926
1.0,12.5,12.3715052874251,1.12286062196968,1.96512389364357,0.0,1,6.18575264371187
1.0,13.0,12.8766543398875,1.12221992993558,1.96436591310617,0.0,0,-6.438327169943788
1.0,13.0,12.8766543398875,1.12221992993558,1.96436591310617,0.0,1,6.438327169944103
1.0,13.5,13.3814046633381,1.12168505581828,1.9637697600611,0.0,0,-6.690702331669311
1.0,13.5,13.3814046633381,1.12168505581828,1.9637697600611,0.0,1,6.69070233166937
1.0,14.0,13.8858024437702,1.12116882258867,1.96317940252106,0.0,0,-6.9429012218847515
1.0,14.0,13.8858024437702,1.12116882258867,1.96317940252106,0.0,1,6.942901221884343
1.0,14.5,14.3898837565283,1.1207004349557,1.96269201256609,0.0,0,-7.1949418782641015
1.0,14.5,14.3898837565283,1.1207004349557,1.96269201256609,0.0,1,7.194941878265857
1.0,15.0,14.8937008946677,1.12028333531996,1.96218587082445,0.0,0,-7.446850447334065
1.0,15.0,14.8937008946677,1.12028333531996,1.96218587082445,0.0,1,7.446850447334625
1.0,15.5,15.3972310900366,1.1199123314037,1.96179162994163,0.0,0,-7.698615545018423
1.0,15.5,15.3972310900366,1.1199123314037,1.96179162994163,0.0,1,7.698615545019523
1.0,16.0,15.90050517374,1.11958476260192,1.96137112781264,0.0,0,-7.9502525868694525
1.0,16.0,15.90050517374,1.11958476260192,1.96137112781264,0.0,1,7.950252586871492
1.0,16.5,16.4036085970673,1.1192724304943,1.96103390957944,0.0,0,-8.20180429853375
1.0,16.5,16.4036085970673,1.1192724304943,1.96103390957944,0.0,1,8.20180429853388
1.0,17.0,16.9065090878943,1.11904888075842,1.96073407495863,0.0,0,-8.453254543947349
1.0,17.0,16.9065090878943,1.11904888075842,1.96073407495863,0.0,1,8.45325454394624
1.0,17.5,17.4092638970823,1.11876105317437,1.96044632879758,0.0,0,-8.704631948541097
1.0,17.5,17.4092638970823,1.11876105317437,1.96044632879758,0.0,1,8.704631948539248
1.0,18.0,17.9118513728825,1.11854324267565,1.96019039308121,0.0,0,-8.95592568644152
1.0,18.0,17.9118513728825,1.11854324267565,1.96019039308121,0.0,1,8.955925686442233
1.0,18.5,18.4142440673321,1.11837048449725,1.95994882190887,0.0,0,-9.207122033666412
1.0,18.5,18.4142440673321,1.11837048449725,1.95994882190887,0.0,1,9.207122033665975
1.0,19.0,18.916561615696,1.11816833688817,1.95973276130817,0.0,0,-9.458280807847583
1.0,19.0,18.916561615696,1.11816833688817,1.95973276130817,0.0,1,9.45828080784716
1.0,19.5,19.4187453534103,1.1179772504632,1.95951379290984,0.0,0,-9.70937267670501
1.0,19.5,19.4187453534103,1.1179772504632,1.95951379290984,0.0,1,9.709372676705476
1.0,20.0,19.920824399111,1.11781877791609,1.95936845368437,0.0,0,-9.960412199555654
1.0,20.0,19.920824399111,1.11781877791609,1.95936845368437,0.0,1,9.960412199555659
1.0,20.5,20.4227892542861,1.11766476065562,1.95918455501483,0.0,0,-10.211394627143381
1.0,20.5,20.4227892542861,1.11766476065562,1.95918455501483,0.0,1,10.211394627141958
1.0,21.0,20.9246430498926,1.11750865336265,1.95901340128547,0.0,0,-10.462321524946299
1.0,21.0,20.9246430498926,1.11750865336265,1.95901340128547,0.0,1,10.462321524946223
1.0,21.5,21.4264294111923,1.11739687236117,1.95881348206794,0.0,0,-10.713214705596153
1.0,21.5,21.4264294111923,1.11739687236117,1.95881348206794,0.0,1,10.713214705596137
1.0,22.0,21.9281385690757,1.11726456750944,1.95871556619385,0.0,0,-10.964069284537997
1.0,22.0,21.9281385690757,1.11726456750944,1.95871556619385,0.0,1,10.964069284537798
1.0,22.5,22.4297616459717,1.11718037401391,1.95857882122988,0.0,0,-11.214880822985853
1.0,22.5,22.4297616459717,1.11718037401391,1.95857882122988,0.0,1,11.2148808229858
1.0,23.0,22.9312837952435,1.11703878879651,1.95847850772385,0.0,0,-11.465641897621824
1.0,23.0,22.9312837952435,1.11703878879651,1.95847850772385,0.0,1,11.465641897621747
1.0,23.5,23.4327552094658,1.11696307006931,1.95834387750418,0.0,0,-11.716377604732648
1.0,23.5,23.4327552094658,1.11696307006931,1.95834387750418,0.0,1,11.716377604732676
1.0,24.0,23.9341903019457,1.1168432051829,1.9581828609323,0.0,0,-11.967095150973229
1.0,24.0,23.9341903019457,1.1168432051829,1.9581828609323,0.0,1,11.967095150973586
1.0,24.5,24.4355433946553,1.11674809850328,1.95809512988571,0.0,0,-12.217771697327787
