P_max,OmegaA,OmegaB,t_max,Mu,Gamma_e,delta_a,delta_f,number_of_fails,mp.dps,ComputTime
0.68850889056551,0.142471447311866,1.35567618346559,11.1157028875317,9.9940817015245,0.1,0,0,0,30,655.161781549454
0.31759322420371,0.528910865129851,1.52514583472019,4.60127005153955,3.59603134622481,0.1,0.5,0,0,30,2123.77834272385
0.180275491624649,0.953928703702809,1.80229448405529,2.98026306036337,2.11323717747038,0.1,1,0,0,30,1870.34167766571
0.119241560196509,1.3429046171347,2.06132563854097,2.23303583220343,1.464517223335,0.1,1.5,0,0,30,2199.15696549416
0.0893772959255555,1.37943905712128,1.37944870295719,1.28863156707963,1.33992024069767E-05,0.1,2,0,0,30,1988.61747789383
0.0699697777879151,1.64829272052884,1.64833330677284,1.12224255081445,0,0.1,2.5,0,0,30,2082.62032294273
0.0563038062055568,1.91497829551102,1.91501988527024,0.997079508930502,0,0.1,3,0,0,30,2099.03333950043
0.0463149577677472,2.18010035297147,2.1800268771517,0.899014454900068,1.32944621924348E-05,0.1,3.5,0,0,30,2131.21159124374
0.0387884303789459,2.44388109538448,2.44384975712498,0.819811244024898,0,0.1,4,0,0,30,2251.59242296219
0.0329730767489248,2.70673688416154,2.70673246528863,0.754341804429113,0,0.1,4.5,0,0,30,2477.1209332943
0.0283843827375467,2.96878452952967,2.9687813928495,0.69921788534596,0,0.1,5,0,0,30,2996.71392011642
0.0246983999696122,3.2302519528202,3.23022729079785,0.652076765775086,0,0.1,5.5,0,0,30,3118.39623427391
0.0216917964978908,3.49113287754882,3.491163004498,0.611263424271605,0,0.1,6,0,0,30,3426.26526141167
0.0192064915166712,3.7516246145842,3.75158235039692,0.575543926400442,0,0.1,6.5,0,0,30,3512.10568475723
0.017127998723318,4.01168007964374,4.01171090950241,0.543995144421491,0,0.1,7,0,0,30,4418.34149980545
0.0153717243362594,4.27147328035783,4.27150974925465,0.515905671759819,0,0.1,7.5,0,0,30,3455.99825596809
0.0138740457485766,4.53099053914758,4.53101985574137,0.490718451391824,0,0.1,8,0,0,30,4114.36773061752
0.0125863537624263,4.790296238649,4.79030110317778,0.467997885059843,0,0.1,8.5,0,0,30,4190.68630075455
0.011470983256234,5.04936493708107,5.04941278804443,0.447389766149363,0,0.1,9,0,0,30,3859.63744497299
0.0104983771238093,5.30831647988862,5.30832159365475,0.428602588811002,0,0.1,9.5,0,0,30,4384.25361657143
0.0096450735659592,5.56704051377831,5.56706561884882,0.411403548019818,0,0.1,10,0,0,30,4125.8510248661
0.00889225410417881,5.8256400103661,5.82569880042355,0.395589386175372,0,0.1,10.5,0,0,30,4081.35633897781
0.00822468039834927,6.08413562463057,6.08412423008506,0.380999395964856,0,0.1,11,0,0,30,3559.09595632553
0.00762990511242274,6.34252813027739,6.34250273916435,0.367491457318608,0,0.1,11.5,0,0,30,3465.12914085388
0.00709767886220598,6.60080512266347,6.60076915072009,0.354947226733486,0,0.1,12,0,0,30,3043.40847611427
0.00661949939685871,6.85897424660342,6.85901592325227,0.343264972617326,0,0.1,12.5,0,0,30,3141.46709418297
0.00618826526933134,7.11713062191022,7.11708576782151,0.332356951138041,0,0.1,13,0,0,30,3286.17978167534
0.00579800716932034,7.37515068756221,7.37511792724195,0.322147417616755,0,0.1,13.5,0,0,30,3332.7719938755
0.00544367760661804,7.63309587737537,7.63313419499861,0.312570188228188,0,0.1,14,0,0,30,3287.78989839554
0.00512098487945547,7.89099783837708,7.89105275758154,0.303566259292317,0,0.1,14.5,0,0,30,3363.15814685822
0.00482626096825923,8.14890430777407,8.14886525252062,0.295084764892971,0,0.1,15,0,0,30,3340.03219437599
0.00455635564708432,8.40669922185875,8.40666026831461,0.287081214442278,0,0.1,15.5,0,0,30,3293.85322260857
0.00430855102333016,8.66448290326445,8.664437634229,0.279514876373972,0,0.1,16,0,0,30,3210.3641872406
0.00408049211635756,8.92217325634925,8.92216565954789,0.272351538368628,2.97559840941604E-07,0.1,16.5,0,0,30,3073.25719285011
0.00387013012108537,9.17985323497157,9.17987035481295,0.265555981110571,0,0.1,17,0,0,30,3175.0855743885
0.0036756757713967,9.43749661495117,9.43754825341924,0.259104109602534,0,0.1,17.5,0,0,30,3086.48876929283
0.00349556079745772,9.69514333748514,9.69515426378852,0.252966754398776,0,0.1,18,0,0,30,3118.92461323738
