P_max,OmegaP,OmegaM,t_max,Mu,Gamma_e,delta_a,delta_f,number_of_fails,mp.dps,ComputTime
0.0759817332229995,0.272424003023614,0.158693191834255,5.47550506872241,0,0.0316,3,2.98712477340018,1,25,2434.78774690628
0.0759793951389603,0.272494205307326,0.158612891352616,5.47867330855102,0,0.0316,3.5,3.4889883087149,0,25,2123.71762299538
0.0759778927565307,0.27254103619667,0.158563462382987,5.48066179600554,0,0.0316,4,3.99037660833301,4,25,2469.99686765671
0.0759768695473506,0.272570602340981,0.158527528801808,5.48206964624135,0,0.0316,4.5,4.49145523789882,5,25,6192.42533063889
0.0759761410377758,0.2725927666251,0.158502639145085,5.48307634094184,0,0.0316,5,4.99231402380013,3,25,3163.50293922424
0.0759756040755476,0.272607244558415,0.158482555794917,5.48384538135229,0,0.0316,5.5,5.49301636353091,1,25,2618.23787760735
0.0759752187830807,0.272631714868261,0.158480980073583,5.48416455562852,0,0.0316,6,5.99359849203398,3,25,4584.47290682793
0.0759750318883373,0.272792329009808,0.158608280123926,5.48185343508121,0,0.0316,6.5,6.49408270673366,2,25,3660.66058349609
0.0759758891015188,0.27263976612314,0.158506567674144,5.48450367335912,0,0.0316,7,6.99451404818787,5,25,4317.7897837162
0.075979669087892,0.271251324930827,0.157463020068619,5.50732110241708,0,0.0316,7.5,7.4949562705351,2,25,3197.66458821297
0.0759913016121522,0.268662116474565,0.155695447812665,5.54840770115433,0,0.0316,8,7.99539664462951,3,25,4408.75585460663
0.0760254181586512,0.264762455779563,0.153420716653688,5.60796902164915,0,0.0316,8.5,8.49582446713333,1,25,2825.33371305466
0.0761131178154578,0.259225506502778,0.150727395814302,5.69104957377125,0,0.0316,9,8.99623890273311,6,25,5983.12623953819
0.0766036981660537,0.199288775805993,0.115421564775452,6.99664505288081,0,0.0316,9.5,9.49819809087776,5,25,6516.47424268723
0.0776638567433325,0.189996418585832,0.110125213332644,7.32560275814765,0,0.0316,10,9.99849558258558,8,25,7533.91367602348
0.0759737593513932,0.272665330865342,0.158421226418661,5.48632382674478,0,0.0316,10.5,10.4963483301899,4,80,15820.0460562706
0.0783276975003045,0.220672817300311,0.133635549309168,6.44044144881507,0,0.0316,11,10.9977995921393,8,25,6014.43929409981
0.075973643938852,0.272670107523564,0.158417715016321,5.48645970402079,0,0.0316,11.5,11.4966671842461,3,80,22102.6748893261
0.0806608093008343,0.211610896972292,0.12581086209259,6.66718204942581,0,0.0316,12,11.9980442919778,7,25,6630.79550981522
0.080271576354383,0.228286879555136,0.141067525498242,6.31314695621168,0,0.0316,12.5,12.4978030246525,5,25,7501.6551361084
0.0805778569204653,0.235024418437898,0.146708612717901,6.16787258066486,0,0.0316,13,12.9976823425998,5,25,9703.32967329025
0.075973485378601,0.272677668932422,0.15841389806035,5.48662445711053,0,0.0316,13.5,13.4971603275486,3,80,13796.9735319614
0.0838520227350223,0.226412498182889,0.12980216513061,6.83002487003363,0,0.0316,14,13.9968689073123,5,25,6170.25142192841
0.0832983134691923,0.236179374074384,0.14473073192331,6.26268126914291,0,0.0316,14.5,14.4979074994986,3,25,4468.62249588966
0.0759734057462777,0.272678812269811,0.158410975566773,5.48673719306719,0,0.0316,15,14.9974443613515,8,80,34341.8079836369
0.0849372950279132,0.239481230058821,0.143717508203605,6.27521558445046,0,0.0316,15.5,15.4979961804927,5,25,5557.94397258759
0.0759733646485877,0.272680206335489,0.158410274948613,5.48679196032015,0,0.0316,16,15.9976048475737,4,80,23321.319839716
0.0759733468478274,0.27268084077921,0.158409493608341,5.48680850130031,0,0.0316,16.5,16.4976775367307,3,80,21640.4302532673
0.0759733305956939,0.272678072198931,0.15840604550486,5.48689420940407,0,0.0316,17,16.9977459589798,4,80,25245.3042373657
0.0759733157170007,0.272680847193895,0.158407655928023,5.48685876509827,0,0.0316,17.5,17.4978078565414,4,80,18341.9025902748
0.0759733020648673,0.272679356272963,0.158406082642232,5.48692421574183,0,0.0316,18,17.9978709061476,6,80,26386.2710263729
0.0759732895034774,0.272682079678719,0.158407034570374,5.48690676354823,0,0.0316,18.5,18.497927706445,4,80,17304.3598732948
0.0759732779193957,0.272681598898694,0.158405750560692,5.48690911359279,0,0.0316,19,18.9979825356295,9,80,35192.9612336159
0.0759732672174849,0.272682895378028,0.158405961802075,5.48693214570502,0,0.0316,19.5,19.4980353011556,3,80,14411.2082257271
0.0759732573034412,0.272681659395119,0.158404084231034,5.48698306457977,0,0.0316,20,19.9980840118006,7,80,30142.4816215038
0.0759732481157001,0.272682326424362,0.158405471155464,5.4869559135354,0,0.0316,20.5,20.4981302193942,6,80,27811.9588882923
0.0759732396388392,0.272680735856029,0.158402982572131,5.4870368081544,0,0.0316,21,20.9981751319903,6,80,26483.9890294075
0.0759732315385437,0.272681390346675,0.158403158620205,5.48700000997776,0,0.0316,21.5,21.4982170771595,6,80,22156.25309515
0.075973224211832,0.272683998579137,0.158405482388798,5.48697520684942,0,0.0316,22,21.9982561382489,8,80,33723.5266742706
0.0759732173251903,0.272678237535961,0.158400341356413,5.48710790987485,0,0.0316,22.5,22.4982962591988,6,80,27473.7381589413
0.0759732115206015,0.272695285880824,0.158411831437267,5.48684198185306,0,0.0316,23,22.9983338407917,7,80,29262.665060997
0.0759732010109921,0.272674768702502,0.158394427310221,5.48722138203237,0,0.0316,23.5,23.4983683547896,6,80,22502.1276478767
0.0759732050566991,0.27265640126337,0.158379016173468,5.48754476815407,0,0.0316,24,23.9984056902927,10,80,35970.3064875603
0.0759732063041188,0.272722755385385,0.158436528704334,5.48639232677236,0,0.0316,24.5,24.498434713179,7,80,38931.0102977753
0.230575667898064,0.33678246826299,0.205934183071488,4.52057783360042,0,0.0562,0,0,0,25,268.394327163696
0.153551369259043,0.607952944788979,0.299353872823555,2.72997069248477,0,0.0562,0.5,0.292570089931858,3,25,1249.57073307037
0.116555792507294,0.337428659377144,0.219861940712261,4.25077667717648,0,0.0562,1,0.917000709461698,5,25,2562.53959608078
0.115770608720586,0.33658987516134,0.210632770794139,4.4244200042185,0,0.0562,1.5,1.45159302245852,1,25,2166.67709374428
0.115547028439038,0.336609212743521,0.208379184011421,4.46979179214351,0,0.0562,2,1.96496538946872,2,25,2605.92833447456
0.115450351545242,0.336654817993928,0.207450102666098,4.48889975356071,0,0.0562,2.5,2.47238961286496,2,25,3565.85201859474
0.11539947209944,0.336686822693353,0.206966304187542,4.49893755513308,0,0.0562,3,2.97717358249614,1,25,2189.77319312096
0.115369324335776,0.336710940950079,0.206685933993229,4.50480387226222,0,0.0562,3.5,3.48052211418162,1,25,2193.28641653061
0.115349965374489,0.336724874186714,0.206505309745593,4.50857349741969,0,0.0562,4,3.98301008725824,2,25,2902.15793061256
0.115336786005532,0.336740102942502,0.206385157036769,4.51107000393603,0,0.0562,4.5,4.48492875568585,0,25,2414.94073438644
0.115327404810345,0.336743444419475,0.206296557649462,4.51295137986989,0,0.0562,5,4.98645662882998,1,25,2946.76735258102
0.115320488249225,0.336756077814934,0.206235954743585,4.5142209873993,0,0.0562,5.5,5.48770027984909,3,25,4021.26738667488
0.115315241490984,0.33675513288869,0.206183908329341,4.51529231162572,0,0.0562,6,5.9887339606803,1,25,2576.92659139633
0.115311166677098,0.336757614514197,0.206147127328159,4.51609271143155,0,0.0562,6.5,6.48960679466504,1,25,2201.73981928825
0.115307940986232,0.336758822047795,0.206115163614785,4.51673018181423,0,0.0562,7,6.99035472691516,1,25,1639.07647967339
