Gamma_e,delta_a,delta_f,OmegaP,OmegaM,Mu,peak_index,peak_position
0.0316,24.5,24.498434713179,0.272722755385385,0.158436528704334,0.0,1,12.249217356592085
0.0562,1.0,0.917000709461698,0.337428659377144,0.219861940712261,0.0,0,-0.45850225057722277
0.0562,1.0,0.917000709461698,0.337428659377144,0.219861940712261,0.0,1,0.4585022505772229
0.0562,1.5,1.45159302245852,0.33658987516134,0.210632770794139,0.0,0,-0.7257961682159003
0.0562,1.5,1.45159302245852,0.33658987516134,0.210632770794139,0.0,1,0.7257961682159005
0.0562,2.0,1.96496538946872,0.336609212743521,0.208379184011421,0.0,0,-0.9824834092816385
0.0562,2.0,1.96496538946872,0.336609212743521,0.208379184011421,0.0,1,0.9824834092816384
0.0562,2.5,2.47238961286496,0.336654817993928,0.207450102666098,0.0,0,-1.2361948064325305
0.0562,2.5,2.47238961286496,0.336654817993928,0.207450102666098,0.0,1,1.2361948064325308
0.0562,3.0,2.97717358249614,0.336686822693353,0.206966304187542,0.0,0,-1.4885867912481363
0.0562,3.0,2.97717358249614,0.336686822693353,0.206966304187542,0.0,1,1.488586791248136
0.0562,3.5,3.48052211418162,0.336710940950079,0.206685933993229,0.0,0,-1.7402610570907873
0.0562,3.5,3.48052211418162,0.336710940950079,0.206685933993229,0.0,1,1.7402610570907873
0.0562,4.0,3.98301008725824,0.336724874186714,0.206505309745593,0.0,0,-1.9915050436291872
0.0562,4.0,3.98301008725824,0.336724874186714,0.206505309745593,0.0,1,1.9915050436291866
0.0562,4.5,4.48492875568585,0.336740102942502,0.206385157036769,0.0,0,-2.2424643778429547
0.0562,4.5,4.48492875568585,0.336740102942502,0.206385157036769,0.0,1,2.2424643778429556
0.0562,5.0,4.98645662882998,0.336743444419475,0.206296557649462,0.0,0,-2.493228314415065
0.0562,5.0,4.98645662882998,0.336743444419475,0.206296557649462,0.0,1,2.493228314415065
0.0562,5.5,5.48770027984909,0.336756077814934,0.206235954743585,0.0,0,-2.7438501399245836
0.0562,5.5,5.48770027984909,0.336756077814934,0.206235954743585,0.0,1,2.7438501399245836
0.0562,6.0,5.9887339606803,0.33675513288869,0.206183908329341,0.0,0,-2.994366980340156
0.0562,6.0,5.9887339606803,0.33675513288869,0.206183908329341,0.0,1,2.9943669803401565
0.0562,6.5,6.48960679466504,0.336757614514197,0.206147127328159,0.0,0,-3.2448033973325825
0.0562,6.5,6.48960679466504,0.336757614514197,0.206147127328159,0.0,1,3.2448033973325816
0.0562,7.0,6.99035472691516,0.336758822047795,0.206115163614785,0.0,0,-3.495177363457592
0.0562,7.0,6.99035472691516,0.336758822047795,0.206115163614785,0.0,1,3.4951773634575924
0.0562,7.5,7.49100348517914,0.336767980234026,0.206094945303387,0.0,0,-3.745501742589597
0.0562,7.5,7.49100348517914,0.336767980234026,0.206094945303387,0.0,1,3.7455017425895973
0.0562,8.0,7.99156694238504,0.336736541742837,0.206051950916462,0.0,0,-3.9957834711925817
0.0562,8.0,7.99156694238504,0.336736541742837,0.206051950916462,0.0,1,3.9957834711925813
0.0562,8.5,8.49201492371481,0.337364922642129,0.206669300773372,0.0,0,-4.246007461857487
0.0562,8.5,8.49201492371481,0.337364922642129,0.206669300773372,0.0,1,4.246007461857487
0.0562,9.0,8.99264154467569,0.334951035268482,0.204294143534187,0.0,0,-4.496320772337942
0.0562,9.0,8.99264154467569,0.334951035268482,0.204294143534187,0.0,1,4.496320772337942
0.0562,9.5,9.49302338151118,0.334996135430549,0.204525900350876,0.0,0,-4.746511690755697
0.0562,9.5,9.49302338151118,0.334996135430549,0.204525900350876,0.0,1,4.746511690755696
0.0562,10.0,9.9933728052605,0.334702490318987,0.204574963979051,0.0,0,-4.996686402630405
0.0562,10.0,9.9933728052605,0.334702490318987,0.204574963979051,0.0,1,4.996686402630405
0.0562,10.5,10.4937173279959,0.333731297572348,0.204232517858936,0.0,0,-5.246858663998104
0.0562,10.5,10.4937173279959,0.333731297572348,0.204232517858936,0.0,1,5.246858663998104
0.0562,11.0,10.9940696036363,0.33195110131169,0.203490845548898,0.0,0,-5.497034801818312
0.0562,11.0,10.9940696036363,0.33195110131169,0.203490845548898,0.0,1,5.497034801818311
0.0562,11.5,11.4947318797015,0.323520077261641,0.197418258652065,0.0,0,-5.747365939850933
0.0562,11.5,11.4947318797015,0.323520077261641,0.197418258652065,0.0,1,5.747365939850932
0.0562,12.0,11.9953475727674,0.313646948307228,0.191213380699251,0.0,0,-5.997673786383915
0.0562,12.0,11.9953475727674,0.313646948307228,0.191213380699251,0.0,1,5.997673786383914
0.0562,12.5,12.4966016627675,0.284685557752534,0.171746681451276,0.0,0,-6.248300831384064
0.0562,12.5,12.4966016627675,0.284685557752534,0.171746681451276,0.0,1,6.248300831384063
0.0562,13.0,12.9972253503602,0.268720682545686,0.161871184503158,0.0,0,-6.4986126751804925
0.0562,13.0,12.9972253503602,0.268720682545686,0.161871184503158,0.0,1,6.498612675180493
0.0562,13.5,13.4972563619465,0.26971794720032,0.164012746922739,0.0,0,-6.74862818097368
0.0562,13.5,13.4972563619465,0.26971794720032,0.164012746922739,0.0,1,6.748628180973678
0.0562,14.0,13.9974545989247,0.266060117156206,0.161931904849275,0.0,0,-6.998727299462851
0.0562,14.0,13.9974545989247,0.266060117156206,0.161931904849275,0.0,1,6.9987272994628515
0.0562,14.5,14.4967841149191,0.287229133051109,0.180535291474858,0.0,0,-7.248392057460017
0.0562,14.5,14.4967841149191,0.287229133051109,0.180535291474858,0.0,1,7.248392057460018
0.0562,15.0,14.9968688784137,0.288080691245992,0.182225975492585,0.0,0,-7.498434439207365
0.0562,15.0,14.9968688784137,0.288080691245992,0.182225975492585,0.0,1,7.498434439207365
0.0562,15.5,15.4976843157683,0.266830716805003,0.162507645992808,0.0,0,-7.748842157884807
0.0562,15.5,15.4976843157683,0.266830716805003,0.162507645992808,0.0,1,7.7488421578848055
0.0562,16.0,15.9957881003123,0.336781381278849,0.20597114494612,0.0,0,-7.997894050156605
0.0562,16.0,15.9957881003123,0.336781381278849,0.20597114494612,0.0,1,7.997894050156605
0.0562,16.5,16.4959191962585,0.336780539231057,0.205968846348012,0.0,0,-8.247959598129729
0.0562,16.5,16.4959191962585,0.336780539231057,0.205968846348012,0.0,1,8.24795959812973
0.0562,17.0,16.9960397101215,0.336779516236356,0.205966706774159,0.0,0,-8.49801985506128
0.0562,17.0,16.9960397101215,0.336779516236356,0.205966706774159,0.0,1,8.498019855061282
0.0562,17.5,17.4961525717701,0.336777933543356,0.205961653438724,0.0,0,-8.748076285885647
0.0562,17.5,17.4961525717701,0.336777933543356,0.205961653438724,0.0,1,8.748076285885645
0.0562,18.0,17.9962586702744,0.336778617087141,0.205962449953773,0.0,0,-8.998129335137854
0.0562,18.0,17.9962586702744,0.336778617087141,0.205962449953773,0.0,1,8.998129335137858
0.0562,18.5,18.4963593820709,0.336777898694539,0.205961626420449,0.0,0,-9.248179691036155
0.0562,18.5,18.4963593820709,0.336777898694539,0.205961626420449,0.0,1,9.248179691036157
0.0562,19.0,18.9964577464762,0.336782011103049,0.20596150724373,0.0,0,-9.498228873238872
0.0562,19.0,18.9964577464762,0.336782011103049,0.20596150724373,0.0,1,9.49822887323887
0.0562,19.5,19.4965467307487,0.336782094489582,0.205959752924362,0.0,0,-9.748273365375182
0.0562,19.5,19.4965467307487,0.336782094489582,0.205959752924362,0.0,1,9.74827336537518
0.0562,20.0,19.996633397695,0.336780642978285,0.205956945658045,0.0,0,-9.99831669884841
0.0562,20.0,19.996633397695,0.336780642978285,0.205956945658045,0.0,1,9.99831669884841
0.0562,20.5,20.4967164052127,0.336778026314914,0.205953169243636,0.0,0,-10.248358202607319
0.0562,20.5,20.4967164052127,0.336778026314914,0.205953169243636,0.0,1,10.248358202607319
0.0562,21.0,20.9967920091522,0.336782240131861,0.205955251490916,0.0,0,-10.498396004577142
0.0562,21.0,20.9967920091522,0.336782240131861,0.205955251490916,0.0,1,10.498396004577142
0.0562,21.5,21.4968680552681,0.336781486045336,0.205956525398257,0.0,0,-10.748434027635188
0.0562,21.5,21.4968680552681,0.336781486045336,0.205956525398257,0.0,1,10.748434027635167
0.0562,22.0,21.9969375648029,0.336782584519982,0.205954997847409,0.0,0,-10.998468782402648
0.0562,22.0,21.9969375648029,0.336782584519982,0.205954997847409,0.0,1,10.998468782402648
0.0562,22.5,22.4970045555798,0.336782230063509,0.205952581006441,0.0,0,-11.248502277791168
0.0562,22.5,22.4970045555798,0.336782230063509,0.205952581006441,0.0,1,11.248502277791166
0.0562,23.0,22.997073119386,0.336779703735395,0.205951641635405,0.0,0,-11.49853655969436
0.0562,23.0,22.997073119386,0.336779703735395,0.205951641635405,0.0,1,11.49853655969436
0.0562,23.5,23.4971364793204,0.336782471444206,0.205951212966608,0.0,0,-11.748568239661665
0.0562,23.5,23.4971364793204,0.336782471444206,0.205951212966608,0.0,1,11.748568239661665
0.0562,24.0,23.9971964476917,0.336780048988563,0.205948684496523,0.0,0,-11.998598223847381
0.0562,24.0,23.9971964476917,0.336780048988563,0.205948684496523,0.0,1,11.998598223847385
0.0562,24.5,24.4972521061281,0.336785148850305,0.20595187693145,0.0,0,-12.248626053065701
0.0562,24.5,24.4972521061281,0.336785148850305,0.20595187693145,0.0,1,12.2486260530657
0.1,1.0,0.745597496062852,0.457658294428561,0.361757433786941,0.0,0,-0.36953228531105997
0.1,1.0,0.745597496062852,0.457658294428561,0.361757433786941,0.0,1,0.36953228531105997
0.1,1.5,1.40060418632487,0.421104889460469,0.292049226320653,0.0,0,-0.700301645110726
0.1,1.5,1.40060418632487,0.421104889460469,0.292049226320653,0.0,1,0.7003016451107259
0.1,2.0,1.93199668374425,0.418418815433501,0.282716028153108,0.0,0,-0.9659989885029986
0.1,2.0,1.93199668374425,0.418418815433501,0.282716028153108,0.0,1,0.9659989885029988
0.1,2.5,2.44744988864551,0.417668944971852,0.279390816844471,0.0,0,-1.2237249443230822
0.1,2.5,2.44744988864551,0.417668944971852,0.279390816844471,0.0,1,1.223724944323082
0.1,3.0,2.95695454866314,0.417348600969467,0.27777065138762,0.0,0,-1.4784772743314685
0.1,3.0,2.95695454866314,0.417348600969467,0.27777065138762,0.0,1,1.4784772743314682
0.1,3.5,3.46347106199714,0.417181148825787,0.276846560124905,0.0,0,-1.7317355309986755
0.1,3.5,3.46347106199714,0.417181148825787,0.276846560124905,0.0,1,1.731735530998676
0.1,4.0,3.968238112411,0.417081254788362,0.276262452655374,0.0,0,-1.9841190562054305
0.1,4.0,3.968238112411,0.417081254788362,0.276262452655374,0.0,1,1.9841190562054307
0.1,4.5,4.4718890287855,0.417023627523155,0.275878207696795,0.0,0,-2.235944514392656
0.1,4.5,4.4718890287855,0.417023627523155,0.275878207696795,0.0,1,2.235944514392656
0.1,5.0,4.97477095866663,0.41697302770335,0.275604495214385,0.0,0,-2.487385479333311
0.1,5.0,4.97477095866663,0.41697302770335,0.275604495214385,0.0,1,2.487385479333312
0.1,5.5,5.47711851493272,0.41694203293697,0.275398521447919,0.0,0,-2.7385592574664686
0.1,5.5,5.47711851493272,0.41694203293697,0.275398521447919,0.0,1,2.7385592574664686
0.1,6.0,5.97905692213156,0.416926505073535,0.275252716131866,0.0,0,-2.9895284610657495
0.1,6.0,5.97905692213156,0.416926505073535,0.275252716131866,0.0,1,2.9895284610657495
0.1,6.5,6.48069335063127,0.4169081163299,0.27513459994281,0.0,0,-3.2403466753155237
0.1,6.5,6.48069335063127,0.4169081163299,0.27513459994281,0.0,1,3.240346675315524
0.1,7.0,6.98209509614494,0.416887670953683,0.275040743033577,0.0,0,-3.4910475480725247
0.1,7.0,6.98209509614494,0.416887670953683,0.275040743033577,0.0,1,3.491047548072525
0.1,7.5,7.48330285008375,0.416876761960357,0.274966339334648,0.0,0,-3.7416514250418804
0.1,7.5,7.48330285008375,0.416876761960357,0.274966339334648,0.0,1,3.74165142504188
0.1,8.0,7.98435753870703,0.416871029229668,0.274907006034648,0.0,0,-3.992178769353441
0.1,8.0,7.98435753870703,0.416871029229668,0.274907006034648,0.0,1,3.9921787693534414
0.1,8.5,8.48527764480868,0.416857056410183,0.274852184537262,0.0,0,-4.242638822404354
0.1,8.5,8.48527764480868,0.416857056410183,0.274852184537262,0.0,1,4.242638822404355
0.1,9.0,8.9861082452905,0.416853645590956,0.274815992349002,0.0,0,-4.4930541226452325
0.1,9.0,8.9861082452905,0.416853645590956,0.274815992349002,0.0,1,4.493054122645233
0.1,9.5,9.48683985177548,0.416855719558548,0.274777712310138,0.0,0,-4.743419925887857
0.1,9.5,9.48683985177548,0.416855719558548,0.274777712310138,0.0,1,4.743419925887856
0.1,10.0,9.98750457815666,0.416879592269161,0.274780291568811,0.0,0,-4.993752289078366
0.1,10.0,9.98750457815666,0.416879592269161,0.274780291568811,0.0,1,4.993752289078367
0.1,10.5,10.4880747138002,0.417083235238293,0.275018977004979,0.0,0,-5.244037356900122
0.1,10.5,10.4880747138002,0.417083235238293,0.275018977004979,0.0,1,5.244037356900123
0.1,11.0,10.9886126120636,0.41712774247631,0.275100604056282,0.0,0,-5.4943063060318575
0.1,11.0,10.9886126120636,0.41712774247631,0.275100604056282,0.0,1,5.494306306031858
0.1,11.5,11.4891986188607,0.416210311817719,0.2740256923459,0.0,0,-5.744599309430444
0.1,11.5,11.4891986188607,0.416210311817719,0.2740256923459,0.0,1,5.744599309430445
0.1,12.0,11.9898144873405,0.414393744929279,0.271910865091412,0.0,0,-5.994907243670367
0.1,12.0,11.9898144873405,0.414393744929279,0.271910865091412,0.0,1,5.994907243670367
0.1,12.5,12.4899518833665,0.417172840590268,0.275559719766529,0.0,0,-6.244975941683365
0.1,12.5,12.4899518833665,0.417172840590268,0.275559719766529,0.0,1,6.244975941683365
0.1,13.0,12.9905651139105,0.414413179317844,0.272621902337891,0.0,0,-6.495282556955347
0.1,13.0,12.9905651139105,0.414413179317844,0.272621902337891,0.0,1,6.495282556955349
0.1,13.5,13.4906974756738,0.416709589939951,0.275935390294802,0.0,0,-6.745348737837056
0.1,13.5,13.4906974756738,0.416709589939951,0.275935390294802,0.0,1,6.745348737837057
0.1,14.0,13.9912903743628,0.41282066510164,0.272206970450711,0.0,0,-6.995645187181571
0.1,14.0,13.9912903743628,0.41282066510164,0.272206970450711,0.0,1,6.9956451871815695
0.1,14.5,14.4918781371543,0.408243136215566,0.268187686531904,0.0,0,-7.245939068577379
0.1,14.5,14.4918781371543,0.408243136215566,0.268187686531904,0.0,1,7.245939068577378
0.1,15.0,14.9924609460958,0.402945162522676,0.263942156717408,0.0,0,-7.496230473048179
0.1,15.0,14.9924609460958,0.402945162522676,0.263942156717408,0.0,1,7.496230473048179
0.1,15.5,15.4929888190344,0.396945147910576,0.25950921625013,0.0,0,-7.746494409517511
0.1,15.5,15.4929888190344,0.396945147910576,0.25950921625013,0.0,1,7.746494409517511
0.1,16.0,15.9931482871648,0.396753865049245,0.261301651895737,0.0,0,-7.996574143582729
0.1,16.0,15.9931482871648,0.396753865049245,0.261301651895737,0.0,1,7.996574143582729
0.1,16.5,16.4940233313483,0.383196103611789,0.250192966809926,0.0,0,-8.247011665674481
0.1,16.5,16.4940233313483,0.383196103611789,0.250192966809926,0.0,1,8.247011665674481
0.1,17.0,16.99451324441,0.3758549551262,0.245354161513751,0.0,0,-8.497256622205443
0.1,17.0,16.99451324441,0.3758549551262,0.245354161513751,0.0,1,8.497256622205443
0.1,17.5,17.4955195059858,0.356371545566916,0.228878715119109,0.0,0,-8.74775975299341
0.1,17.5,17.4955195059858,0.356371545566916,0.228878715119109,0.0,1,8.74775975299341
0.1,18.0,17.9953647753082,0.361592774944646,0.235412076728424,0.0,0,-8.997682387654644
0.1,18.0,17.9953647753082,0.361592774944646,0.235412076728424,0.0,1,8.997682387654645
0.1,18.5,18.4954832830271,0.360872945033337,0.236071131323007,0.0,0,-9.247741641514128
0.1,18.5,18.4954832830271,0.360872945033337,0.236071131323007,0.0,1,9.247741641514128
0.1,19.0,18.995858541694,0.354673481196889,0.230823080243303,0.0,0,-9.497929270847672
0.1,19.0,18.995858541694,0.354673481196889,0.230823080243303,0.0,1,9.49792927084767
0.1,19.5,19.4957097502942,0.359791077472713,0.236893701405797,0.0,0,-9.747854875147791
0.1,19.5,19.4957097502942,0.359791077472713,0.236893701405797,0.0,1,9.747854875147791
0.1,20.0,19.9937667790971,0.416814718964459,0.274540045172699,0.0,0,-9.996883389549131
0.1,20.0,19.9937667790971,0.416814718964459,0.274540045172699,0.0,1,9.996883389549131
0.1,20.5,20.4939200706072,0.416815243328559,0.274535559054964,0.0,0,-10.246960035304179
0.1,20.5,20.4939200706072,0.416815243328559,0.274535559054964,0.0,1,10.24696003530418
0.1,21.0,20.9940669285467,0.416817188607591,0.274530684023722,0.0,0,-10.49703346427401
0.1,21.0,20.9940669285467,0.416817188607591,0.274530684023722,0.0,1,10.49703346427401
0.1,21.5,21.4942048933961,0.416814921532061,0.274526899478254,0.0,0,-10.747102446698717
0.1,21.5,21.4942048933961,0.416814921532061,0.274526899478254,0.0,1,10.747102446698717
0.1,22.0,21.9943324360337,0.416811662981836,0.274524421434849,0.0,0,-10.997166218017565
0.1,22.0,21.9943324360337,0.416811662981836,0.274524421434849,0.0,1,10.997166218017567
0.1,22.5,22.4944578451949,0.416814040818419,0.274523176889124,0.0,0,-11.247228922598257
0.1,22.5,22.4944578451949,0.416814040818419,0.274523176889124,0.0,1,11.247228922598255
0.1,23.0,22.9945803548522,0.416806857807239,0.274520025394302,0.0,0,-11.497290177426965
0.1,23.0,22.9945803548522,0.416806857807239,0.274520025394302,0.0,1,11.497290177426963
0.1,23.5,23.4947007444647,0.416811052176779,0.274522188484996,0.0,0,-11.747350372233251
0.1,23.5,23.4947007444647,0.416811052176779,0.274522188484996,0.0,1,11.747350372233253
0.1,24.0,23.9948115443793,0.416817279845683,0.274519560521859,0.0,0,-11.997405772190644
0.1,24.0,23.9948115443793,0.416817279845683,0.274519560521859,0.0,1,11.997405772190648
0.1,24.5,24.4949115434934,0.416812733215021,0.274513491215385,0.0,0,-12.247455771747743
0.1,24.5,24.4949115434934,0.416812733215021,0.274513491215385,0.0,1,12.24745577174774
0.1778,1.5,1.20245395728714,0.553152455145743,0.481581591248575,0.0,0,-0.6010424143843035
0.1778,1.5,1.20245395728714,0.553152455145743,0.481581591248575,0.0,1,0.6010424143843035
0.1778,2.0,1.84860864450399,0.524462608712878,0.408979059451383,0.0,0,-0.924304797101305
0.1778,2.0,1.84860864450399,0.524462608712878,0.408979059451383,0.0,1,0.924304797101305
0.1778,2.5,2.3898831189882,0.519387179471495,0.394033772848628,0.0,0,-1.1949415594941422
0.1778,2.5,2.3898831189882,0.519387179471495,0.394033772848628,0.0,1,1.1949415594941424
0.1778,3.0,2.91194951306182,0.517578194025784,0.387863910156759,0.0,0,-1.4559747565305452
0.1778,3.0,2.91194951306182,0.517578194025784,0.387863910156759,0.0,1,1.4559747565305454
0.1778,3.5,3.42622279166228,0.516684797374269,0.384572740509902,0.0,0,-1.7131113958312272
0.1778,3.5,3.42622279166228,0.516684797374269,0.384572740509902,0.0,1,1.7131113958312276
0.1778,4.0,3.93632531809147,0.516177705773338,0.382592402533674,0.0,0,-1.9681626590458425
0.1778,4.0,3.93632531809147,0.516177705773338,0.382592402533674,0.0,1,1.9681626590458425
0.1778,4.5,4.44392009603027,0.51586089802851,0.381291914874855,0.0,0,-2.221960048015119
0.1778,4.5,4.44392009603027,0.51586089802851,0.381291914874855,0.0,1,2.2219600480151187
0.1778,5.0,4.94985623860873,0.515638628275315,0.380383973380749,0.0,0,-2.4749281193045114
0.1778,5.0,4.94985623860873,0.515638628275315,0.380383973380749,0.0,1,2.474928119304511
0.1778,5.5,5.45462952556115,0.515488831451282,0.379736861893788,0.0,0,-2.727314762780608
0.1778,5.5,5.45462952556115,0.515488831451282,0.379736861893788,0.0,1,2.727314762780608
0.1778,6.0,5.95855749726263,0.515380477267098,0.379249900955832,0.0,0,-2.979278748631281
0.1778,6.0,5.95855749726263,0.515380477267098,0.379249900955832,0.0,1,2.979278748631281
0.1778,6.5,6.46184407527228,0.515291037422887,0.37887308948581,0.0,0,-3.230922037636022
0.1778,6.5,6.46184407527228,0.515291037422887,0.37887308948581,0.0,1,3.230922037636022
0.1778,7.0,6.96464444865233,0.515229410485923,0.378573608955847,0.0,0,-3.482322224326184
0.1778,7.0,6.96464444865233,0.515229410485923,0.378573608955847,0.0,1,3.482322224326184
0.1778,7.5,7.4670566873027,0.515168297621946,0.378333415831623,0.0,0,-3.7335283436513587
0.1778,7.5,7.4670566873027,0.515168297621946,0.378333415831623,0.0,1,3.733528343651358
0.1778,8.0,7.96915848054324,0.515124146693087,0.3781378765345,0.0,0,-3.984579240271632
0.1778,8.0,7.96915848054324,0.515124146693087,0.3781378765345,0.0,1,3.984579240271632
0.1778,8.5,8.47101464880575,0.515092101929744,0.377984257542853,0.0,0,-4.2355073244029064
0.1778,8.5,8.47101464880575,0.515092101929744,0.377984257542853,0.0,1,4.235507324402907
0.1778,9.0,8.9726440503408,0.515062728045372,0.37785447219498,0.0,0,-4.486322025170426
0.1778,9.0,8.9726440503408,0.515062728045372,0.37785447219498,0.0,1,4.486322025170426
0.1778,9.5,9.4741086213296,0.515038180946771,0.377741514464565,0.0,0,-4.73705431066485
0.1778,9.5,9.4741086213296,0.515038180946771,0.377741514464565,0.0,1,4.73705431066485
0.1778,10.0,9.97541279069066,0.51501571762421,0.377638938752497,0.0,0,-4.987706395345348
0.1778,10.0,9.97541279069066,0.51501571762421,0.377638938752497,0.0,1,4.987706395345348
0.1778,10.5,10.4765942992664,0.515004164856253,0.377564600340414,0.0,0,-5.238297149633305
0.1778,10.5,10.4765942992664,0.515004164856253,0.377564600340414,0.0,1,5.238297149633305
0.1778,11.0,10.9776727197681,0.514987671654852,0.377490093868972,0.0,0,-5.488836359884109
0.1778,11.0,10.9776727197681,0.514987671654852,0.377490093868972,0.0,1,5.488836359884109
0.1778,11.5,11.4786572783291,0.514962385712153,0.377421697362572,0.0,0,-5.739328639164596
0.1778,11.5,11.4786572783291,0.514962385712153,0.377421697362572,0.0,1,5.739328639164598
0.1778,12.0,11.9795584273707,0.514961485854356,0.377387237305422,0.0,0,-5.9897792136854076
0.1778,12.0,11.9795584273707,0.514961485854356,0.377387237305422,0.0,1,5.989779213685408
0.1778,12.5,12.4803839982257,0.514922634310612,0.377292433326549,0.0,0,-6.240191999112928
0.1778,12.5,12.4803839982257,0.514922634310612,0.377292433326549,0.0,1,6.240191999112927
0.1778,13.0,12.9811234976076,0.514991710206596,0.377376197197828,0.0,0,-6.490561748803943
0.1778,13.0,12.9811234976076,0.514991710206596,0.377376197197828,0.0,1,6.490561748803944
0.1778,13.5,13.4818669156986,0.514766597225932,0.376994090782181,0.0,0,-6.740933457849403
0.1778,13.5,13.4818669156986,0.514766597225932,0.376994090782181,0.0,1,6.740933457849404
0.1778,14.0,13.9824643059566,0.5151237861797,0.377577434443796,0.0,0,-6.991232152978388
0.1778,14.0,13.9824643059566,0.5151237861797,0.377577434443796,0.0,1,6.991232152978389
0.1778,14.5,14.4831181454128,0.514888021226519,0.377051203929001,0.0,0,-7.241559072706552
0.1778,14.5,14.4831181454128,0.514888021226519,0.377051203929001,0.0,1,7.241559072706553
0.1778,15.0,14.9837623250672,0.514132150600539,0.376053744575658,0.0,0,-7.491881162533729
0.1778,15.0,14.9837623250672,0.514132150600539,0.376053744575658,0.0,1,7.491881162533728
0.1778,15.5,15.484138865627,0.515226746214607,0.37792287230322,0.0,0,-7.74206943281368
0.1778,15.5,15.484138865627,0.515226746214607,0.37792287230322,0.0,1,7.742069432813681
0.1778,16.0,15.9844574004989,0.516431069556727,0.379999445806377,0.0,0,-7.992228700249617
0.1778,16.0,15.9844574004989,0.516431069556727,0.379999445806377,0.0,1,7.992228700249617
0.1778,16.5,16.4854768101356,0.512015971438195,0.373284058175166,0.0,0,-8.242738405068001
0.1778,16.5,16.4854768101356,0.512015971438195,0.373284058175166,0.0,1,8.242738405068003
0.1778,17.0,16.9857945844791,0.512705410398678,0.374780821843153,0.0,0,-8.49289729223982
0.1778,17.0,16.9857945844791,0.512705410398678,0.374780821843153,0.0,1,8.49289729223982
0.1778,17.5,17.4861138108035,0.513212616055315,0.376090621452943,0.0,0,-8.743056905401987
0.1778,17.5,17.4861138108035,0.513212616055315,0.376090621452943,0.0,1,8.743056905401986
0.1778,18.0,17.9864190377042,0.513467708398203,0.377169261272142,0.0,0,-8.993209518852364
0.1778,18.0,17.9864190377042,0.513467708398203,0.377169261272142,0.0,1,8.993209518852364
0.1778,18.5,18.4874149909485,0.507308194612585,0.368773221953251,0.0,0,-9.243707495474466
0.1778,18.5,18.4874149909485,0.507308194612585,0.368773221953251,0.0,1,9.243707495474466
0.1778,19.0,18.9877340987442,0.506913334169861,0.369333987293481,0.0,0,-9.493867049372431
0.1778,19.0,18.9877340987442,0.506913334169861,0.369333987293481,0.0,1,9.493867049372431
0.1778,19.5,19.4880304984495,0.506270397623645,0.369669381327958,0.0,0,-9.744015249225102
0.1778,19.5,19.4880304984495,0.506270397623645,0.369669381327958,0.0,1,9.744015249225102
0.1778,20.0,19.9883622806766,0.505327921725048,0.369787229936333,0.0,0,-9.994181140338654
0.1778,20.0,19.9883622806766,0.505327921725048,0.369787229936333,0.0,1,9.994181140338657
0.1778,20.5,20.4892441211302,0.497538256968543,0.360639815759203,0.0,0,-10.244622060565522
0.1778,20.5,20.4892441211302,0.497538256968543,0.360639815759203,0.0,1,10.244622060565522
0.1778,21.0,20.9895816540569,0.495990167340173,0.360356674477814,0.0,0,-10.494790827028872
0.1778,21.0,20.9895816540569,0.495990167340173,0.360356674477814,0.0,1,10.494790827028874
0.1778,21.5,21.4898362157273,0.494213140057076,0.359885952830996,0.0,0,-10.744918107864112
0.1778,21.5,21.4898362157273,0.494213140057076,0.359885952830996,0.0,1,10.744918107864121
0.1778,22.0,21.990683589068,0.485462095360715,0.350461838223921,0.0,0,-10.995341794534514
0.1778,22.0,21.990683589068,0.485462095360715,0.350461838223921,0.0,1,10.995341794534513
0.1778,22.5,22.4909764655552,0.483279584417132,0.349665181361364,0.0,0,-11.245488232778166
0.1778,22.5,22.4909764655552,0.483279584417132,0.349665181361364,0.0,1,11.245488232778168
0.1778,23.0,22.9917239251278,0.474316248343052,0.340214311207579,0.0,0,-11.49586196256452
0.1778,23.0,22.9917239251278,0.474316248343052,0.340214311207579,0.0,1,11.495861962564522
0.1778,23.5,23.4920017394257,0.472038379842512,0.33913825356364,0.0,0,-11.746000869713502
0.1778,23.5,23.4920017394257,0.472038379842512,0.33913825356364,0.0,1,11.746000869713503
0.1778,24.0,23.9927102159749,0.463302148323977,0.329704362375286,0.0,0,-11.996355107988194
0.1778,24.0,23.9927102159749,0.463302148323977,0.329704362375286,0.0,1,11.996355107988196
0.1778,24.5,24.4925107197543,0.467530229900624,0.336565772106863,0.0,0,-12.246255359877932
0.1778,24.5,24.4925107197543,0.467530229900624,0.336565772106863,0.0,1,12.246255359877932
0.3162,1.5,1.06329780385494,0.676640317965987,0.628357456133755,0.0,0,-0.5077502894799377
0.3162,1.5,1.06329780385494,0.676640317965987,0.628357456133755,0.0,1,0.5077502894799379
0.3162,2.0,1.54465963205565,0.678188721771703,0.69437577506849,0.0,0,-0.7713940495316808
0.3162,2.0,1.54465963205565,0.678188721771703,0.69437577506849,0.0,1,0.7713940495316807
0.3162,2.5,2.20986456997353,0.654920676074028,0.62150822424751,0.0,0,-1.1049322670347124
0.3162,2.5,2.20986456997353,0.654920676074028,0.62150822424751,0.0,1,1.1049322670347121
0.3162,3.0,2.79260068945252,0.642165648493456,0.581290086621093,0.0,0,-1.3963003447260374
